clusterno,tweetd
10,1059953025429716997
10,1134388274892627969
10,1059969934757904385
10,1059949455628214273
10,1060578297057284101
10,1059946273334312960
10,1059937649379676160
10,1060097492254109696
10,1059947903098281986
10,1059935718427033602
10,1060203225830379522
10,1059942949633605637
10,1059934601827762176
10,1059949818536230913
10,1059940376201646081
10,1059933977988026368
10,1133323244897996801
10,1131520886790676480
10,1059926907771330562
10,1133655863921659905
10,1059956869459070976
10,1059925826253348869
10,1059958723953782784
10,1059923461152366592
10,1059913877025107973
10,1084783914722447360
10,1060122188068597760
10,1059905753409036289
10,1059975403278868481
10,1059966160287002624
10,1059900571501690885
10,1059982587794542594
10,1059917372998512640
10,1059885125775716352
10,1135355652950437895
10,1059941928429588480
10,1059873549513482240
10,1059890664551469063
10,1059875564499144706
10,1059871126745239552
10,1059921386620235781
10,1059914287404253185
10,1059861722109018112
10,1134031539220766720
10,1059967166424920064
10,1059859204826030080
10,1059964082361638913
10,1059962679618650113
10,1059854172512759808
10,1059886515462004739
10,1059849138949554182
10,1059842633990893568
10,1059919847293890560
10,1059871787784200194
10,1059837818459942912
10,1104048162476572672
10,1059939641854492672
10,1059829006336487424
10,1060171261702213632
10,1059826490064416769
10,1059822717631975424
10,1060372092452069376
10,1060137937956978688
10,1059821163394797570
10,1135140787862298624
10,1135086469352218624
10,1059819337358495744
10,1059909594720428037
10,1059840331133435905
10,1059815906438795265
10,1060289400603623424
10,1059838724580823042
10,1059811269505679361
10,1070714309565693954
10,1060180791890771968
10,1059811011274948610
10,1132022895444676609
10,1059819539083522048
10,1059800527234613248
10,1133828009079857152
10,1071072845873246210
10,1059791257319301120
10,1059898216945053696
10,1059817415012466690
10,1059788740460085249
10,1133317918647881738
10,1121210265356292096
10,1059780270256254977
10,1059815164965515264
10,1059807614878523392
10,1059773641037135879
10,1131129169574813702
10,1081182486762307584
10,1059760806907105280
10,1060101299914457088
10,1059929046686015492
10,1059760051856932864
10,1135016929108942850
10,1059753508423917569
10,1059752254872449024
10,1102357598790135811
10,1081898066406490112
10,1059749733747646464
10,1059869272158228481
10,1059804832284979200
10,1059748475523469312
10,1134416947343429632
10,1060197969377574912
10,1059738408854073344
10,1133951190260228096
10,1059805750548160512
10,1059737150529433600
10,1101191026235052033
10,1059745958509137920
10,1059735892477308928
10,1099394684647075840
10,1060165497189289984
10,1059732119688302592
10,1059820167461552128
10,1059755773344055296
10,1059731415540084736
10,1106580418621591553
10,1131212428707020801
10,1059723309460393984
10,1060393978506436609
10,1060194940196741121
10,1059722051097812993
10,1107261922850861056
10,1107057658731941888
10,1059711984676061184
10,1134137141234163717
10,1059747218054434817
10,1059708209848406019
10,1059889933748441088
10,1059793774404988928
10,1059706951381274624
10,1059845363928944640
10,1059756785198743553
10,1135553683788353536
10,1100214100028805121
10,1100202341712752641
10,1135539660304920578
10,1134384049085124609
10,1133072462592319488
10,1135522802256289792
10,1135513940115562496
10,1135510036959178752
10,1135509203433545728
10,1133403028478996481
10,1131185454882148353
10,1135502405615935489
10,1135506946780540928
10,1135504660226355200
10,1135501614003949569
10,1132548939553660928
10,1135537168850542595
10,1135495948480786432
10,1087723407855243265
10,1071163453920985098
10,1135489059873349633
10,1135491020588802048
10,1135461277646692353
10,1135456598510489601
10,1060167486350360576
10,1059789701610172417
10,1135441498181443584
10,1131320418088964096
10,1131187280037711874
10,1135433960346017793
10,1086315419273752581
10,1060476198269136896
10,1135389164013281280
10,1135456051485184000
10,1135411289893855232
10,1135362017588649995
10,1135471692850040832
10,1135359843546619904
10,1135358455773110272
10,1090015182582177793
10,1135351163312922624
10,1135336795758047233
10,1135354283078180865
10,1135324212929990656
10,1135278411235123200
10,1135517241892581377
10,1135290503237447681
10,1135275152403509248
10,1103807742706216960
10,1135267858987061249
10,1135230369379299329
10,1059830265940459521
10,1135298151244587008
10,1135212190431096832
10,1135535519692197892
10,1135479472222810112
10,1135205381586771969
10,1072473289128378369
10,1135283220818407428
10,1135194836477317122
10,1070452889984880640
10,1135426152573624324
10,1135194109902237696
10,1059714501405278208
10,1135188553640681472
10,1135186059078361088
10,1060339368995577856
10,1135245200627048448
10,1135156865669697536
10,1135532349603627013
10,1135305951702073344
10,1135146555718197249
10,1110571276446371846
10,1099001495947829248
10,1135124159850274817
10,1095377822741393409
10,1095376483785297920
10,1135094224414760960
10,1135396460370059265
10,1135254774436311040
10,1135086419687477248
10,1135362818067312641
10,1135154876315590657
10,1135056482716856321
10,1060335702997639169
10,1060334571387056128
10,1135019225729421313
10,1135161913577529344
10,1135049158501568512
10,1135010906230984704
10,1078708691254288384
10,1060359527286140928
10,1135003874677448704
10,1059739668755951617
10,1135139522830852096
10,1134998692551888896
10,1133536281307361280
10,1059758289771065349
10,1134996061179785216
10,1135335560673992705
10,1135184571396497408
10,1134988776193835009
10,1135366012621283329
10,1135109067691745286
10,1134973421878743041
10,1135248715470594053
10,1135217258102497280
10,1134960314821165056
10,1135215264516182017
10,1134999516409683968
10,1134958553502965761
10,1060220255014998016
10,1060192652069687296
10,1134950761975222272
10,1135041123892772865
10,1134958821191966722
10,1134939189764640768
10,1083551433985712128
10,1060287221864038402
10,1134890874016555013
10,1120781731802513409
10,1060411846224621568
10,1134883060284121089
10,1135260638975090688
10,1134940694936739840
10,1134871228269965313
10,1134634738491232263
10,1134928134489411584
10,1134852642964934656
10,1060351431386062848
10,1134905468575526912
10,1134839889948749825
10,1071166015407562752
10,1135202426858942465
10,1134839300359675904
10,1135418846146416640
10,1134900528968847360
10,1134833947240738816
10,1135320457866072064
10,1135079621219823616
10,1134822947431100417
10,1059825888529969152
10,1059764878423011328
10,1134810578566955009
10,1134923808975073280
10,1134807964932612096
10,1134807519287795712
10,1135199912545718273
10,1135033824381931526
10,1134717241096843264
10,1131743320412180480
10,1135486543337021440
10,1134701634955726848
10,1135071825518575616
10,1134796267845038080
10,1134679491664654336
10,1059761396211216384
10,1134602259537584128
10,1134597964138209283
10,1084813859884597249
10,1134604571215618048
10,1134597893246136327
10,1134886327474937857
10,1134599437211361281
10,1134589370478895104
10,1134792605978505216
10,1134792239123771392
10,1134588628993290242
10,1134731584836395008
10,1134635512176807936
10,1134573923738226688
10,1135116858250682368
10,1134865704715468807
10,1134573275038830593
10,1060362814244773888
10,1134611141630578688
10,1134568986186616833
10,1134845571326517250
10,1134671420670251013
10,1134550888171868161
10,1135381357436293120
10,1135132220467941376
10,1134528493163831297
10,1134548863111630848
10,1134547768972890112
10,1134525627732770817
10,1060612601170853888
10,1134539691691270145
10,1134523459680313346
10,1134464816020697088
10,1134663892326653952
10,1134512887110803457
10,1133430418261315584
10,1134548297715240962
10,1134500792805810177
10,1134539039200202752
10,1134505141229502465
10,1134493740750520320
10,1059834000670425089
10,1134605697503703040
10,1134487222588231680
10,1135064511617146880
10,1134747163995623425
10,1134482448430092289
10,1134506861615562754
10,1134484188319690752
10,1134463969366818816
10,1135555860611117056
10,1134981468927774722
10,1134462293499158528
10,1134504754615398401
10,1134491501885607936
10,1134460277670522880
10,1134535522347560961
10,1134497533605089280
10,1134456993903763458
10,1134554443406594048
10,1134474130412253184
10,1134452644611809281
10,1135313149928910849
10,1134467577592373250
10,1134432223514546177
10,1134542530740215808
10,1134490485563768832
10,1134427104072912899
10,1097693918152380416
10,1134592531398909954
10,1134422285501292545
10,1134565997598433280
10,1134507602031915009
10,1134384550665211904
10,1134897919394557952
10,1134369686068563968
10,1134354345531793408
10,1134520442541223936
10,1134376739822612480
10,1134296034220412929
10,1059834039740317696
10,1134444243722932224
10,1134295729256751105
10,1134580824370819074
10,1134430103730044928
10,1134286894941052929
10,1134399648704204800
10,1134295677666832384
10,1134279090129776640
10,1059811249767243777
10,1059811165512048642
10,1134273815708676096
10,1134791759249182722
10,1134479713550950401
10,1134254242246668291
10,1134553639505321986
10,1134415237065654272
10,1134253603932254208
10,1135373308692762624
10,1134920817421234176
10,1134250091550838784
10,1134606245963415552
10,1134446381878431749
10,1134245831157211136
10,1134428929270435840
10,1134424825324351493
10,1134244901523218432
10,1134516368831918080
10,1134447869593886722
10,1134225754072465409
10,1131906209492197376
10,1134266252107628544
10,1134224762442571776
10,1086798020052729856
10,1134236506518958081
10,1134224674290905089
10,1134515666671808513
10,1134331699708530688
10,1134218692890451968
10,1134323899695370245
10,1134272536483643392
10,1134216267748007936
10,1135469599313604608
10,1134216426166923264
10,1134215926247804929
10,1134943470307676162
10,1134558440188256261
10,1134195802262384642
10,1071797331341635589
10,1134441788800978944
10,1134184838372712448
10,1135192624149729280
10,1134235016404316160
10,1134180946511564802
10,1135378291370729472
10,1135354460304289792
10,1134169823372546049
10,1134210131883954196
10,1134188505213612032
10,1134168369920380929
10,1059800065064255490
10,1134216045105963009
10,1134159244448714753
10,1134236375497281536
10,1134176716623155200
10,1134158549242789888
10,1135550974880374784
10,1134177313531289600
10,1134135804975099905
10,1134339244246392833
10,1134313399519653889
10,1134127848426541056
10,1134159097694228480
10,1134145416847601666
10,1134124959314403328
10,1134128619259932673
10,1134118469983703040
10,1134116214865825792
10,1134179609350721536
10,1134165349207879680
10,1134115432548491265
10,1116309105440972801
10,1134565540721307649
10,1134112999130718208
10,1059916569994760194
10,1134102146390089728
10,1134095912517681152
10,1081251046318620672
10,1135223308029517826
10,1134089307004776451
10,1134138818649579520
10,1134092127175098369
10,1134087852114042881
10,1134137662070300672
10,1134118783826763776
10,1134083584040607744
10,1134146526647861248
10,1134086620733480960
10,1134082852352667648
10,1134155608746287105
10,1134081714505027585
10,1134076950383923201
10,1134150498498617344
10,1134072529117691904
10,1134069035937800192
10,1086316808750149634
10,1134079324154474496
10,1134063244048515072
10,1060170011573186561
10,1134065446146256896
10,1134063143737577474
10,1131654437976645633
10,1134062267719409669
10,1134049272264089601
10,1134130854236708864
10,1134110857644969989
10,1134031452176289798
10,1134153504581464065
10,1134075835399450624
10,1134022164397613056
10,1060297032781520898
10,1060096266825170944
10,1134016122301366272
10,1134007059534557185
10,1133999741455470592
10,1133984145296826369
10,1134295614081163265
10,1133937198124994560
10,1133936341492912128
10,1133992696119463936
10,1133939090804695040
10,1133935323828883456
10,1133971820590374913
10,1133966033998557184
10,1133931798960979968
10,1134263992950697985
10,1133957476506832896
10,1133916475671158789
10,1134063311547502592
10,1134052138487812096
10,1133916443718930438
10,1134389311099609089
10,1133923757029044224
10,1133916300403728384
10,1134424797100814336
10,1134173658128224256
10,1133909039753154560
10,1134113569908375553
10,1134099924008742913
10,1133908925802274816
10,1134176651481362432
10,1134131352549224448
10,1133904860280229896
10,1134935923974639616
10,1133955208504102912
10,1133901610063732737
10,1134097654991007744
10,1133951460981579777
10,1133894062535262208
10,1134203611968409600
10,1134105456052510720
10,1133891031404036096
10,1133931169089761280
10,1133923792357593088
10,1133886612989972480
10,1134242681180344320
10,1133884124865925120
10,1133881291005464576
10,1133928239523672065
10,1133886502344253440
10,1133878706466938881
10,1133919458291064839
10,1133909146590490624
10,1133875997982560256
10,1134573790724337665
10,1134237049383542786
10,1133874661438218241
10,1134690274100355072
10,1131235705508769792
10,1133874072151035904
10,1133880799080701953
10,1133880035780300800
10,1133872205559947264
10,1059727084237414401
10,1134185049803370497
10,1133863849625628674
10,1133912404943937536
10,1133868709691482113
10,1133862729301860353
10,1060196427287146496
10,1134314664576159746
10,1133862507985215488
10,1133871408491245568
10,1133858951072759809
10,1133852697134796802
10,1133892381982502912
10,1133850408043069442
10,1133843768598290433
10,1133868709771206662
10,1133865223075581954
10,1133843682422087681
10,1060375104440266752
10,1134094735117864960
10,1133842462089326593
10,1133848517028524032
10,1133844985768550400
10,1133841202988683266
10,1060382654317490176
10,1133862780363317249
10,1133833157365649409
10,1133831248261128194
10,1133821076327280645
10,1133810709022875653
10,1133833382390112256
10,1133809219600306177
10,1133807975733317633
10,1134199825283604480
10,1135557778930618368
10,1135555758974808064
10,1133820469344382976
10,1133819538187923457
10,1135550817405153282
10,1110565036412624896
10,1134119786345107457
10,1135545435479842816
10,1133670297486405633
10,1133836161984737280
10,1135544170007932928
10,1076168896598761472
10,1060538143068299264
10,1135536614732644358
10,1135549637316751368
10,1135539514892574725
10,1135529067510423553
10,1135554272412807174
10,1135539654382555137
10,1135524543915810816
10,1059989487785312258
10,1135514726719528961
10,1135516985964580866
10,1135526063696691202
10,1135514457831084032
10,1135513977302200320
10,1133805939339989000
10,1133802971840561153
10,1135512417369317378
10,1133873608445575168
10,1133871848180060160
10,1135510019879907328
10,1135507336506806272
10,1135506167113900032
10,1135505462336655362
10,1135501665912676352
10,1135497617520173056
10,1135496883244294147
