id,created_at,text,user,retweet_count
1122977869037297664,Mon Apr 29 21:36:02 +0000 2019,US Deputy Attorney General Rod Rosenstein resigns after a rocky relationship with President Donald Trump https://t.co/LtDbczQdxI,BBCBreaking,467
1122963542062325760,Mon Apr 29 20:39:06 +0000 2019,"John Singleton, who directed Oscar-nominated Boys N The Hood, dies at 51 after suffering stroke, family confirms https://t.co/fzfk1FhVhv",BBCBreaking,728
1121702634128330753,Fri Apr 26 09:08:42 +0000 2019,"Debenhams names 22 stores which are to close in the UK in 2020, affecting 1,200 staff https://t.co/PccSkMHcdH",BBCBreaking,317
1121450783751454721,Thu Apr 25 16:27:57 +0000 2019,"Sri Lanka revises down death toll from Sunday's blasts by more than 100, to ""about 253"", health ministry says https://t.co/zXVjo61Gzq",BBCBreaking,561
1121429993949663233,Thu Apr 25 15:05:20 +0000 2019,"UK advises against all but essential travel to Sri Lanka, after Easter Sunday attacks killed more than 350 people https://t.co/hgKcZ8rGXV",BBCBreaking,335
1121357043397427200,Thu Apr 25 10:15:27 +0000 2019,"Former US Vice-President Joe Biden announces 2020 presidential run, saying ""core values of nation at stake"" https://t.co/zAPPc6ybIk",BBCBreaking,849
1121295434079768576,Thu Apr 25 06:10:38 +0000 2019,Merger between Sainsbury's and Asda blocked by regulator on grounds it would lead to higher prices https://t.co/xP8JyiKaHb,BBCBreaking,354
1120650022612348929,Tue Apr 23 11:26:00 +0000 2019,"US President Donald Trump will make state visit to UK from 3-5 June, Buckingham Palace announces https://t.co/f16D46B5IK",BBCBreaking,669
1120164368862330886,Mon Apr 22 03:16:11 +0000 2019,"The number of people who died in the Easter Sunday attacks in Sri Lanka has risen sharply to 290, police say. https://t.co/hBmuVh1egc",BBCBreaking,5197
1120144833572737024,Mon Apr 22 01:58:34 +0000 2019,Sri Lankans are waking up in shock after yesterday's devastating attacks. More than 200 were killed as a wave of bo… https://t.co/CfFhdNIM2z,BBCBreaking,477
1120017428661112833,Sun Apr 21 17:32:18 +0000 2019,Ukraine's incumbent President Petro Poroshenko concedes victory to TV comic Volodymyr Zelensky after exit polls https://t.co/aYBkdGqKrq,BBCBreaking,900
1120010432624852994,Sun Apr 21 17:04:30 +0000 2019,"Ukrainian comedian Volodymyr Zelensky elected president with more than 70% support, exit polls suggest https://t.co/jfLrNt0hmL",BBCBreaking,1832
1119976816394014720,Sun Apr 21 14:50:55 +0000 2019,"Three Britons &amp; two people holding joint US/British citizenship among more than 200 killed in Sri Lanka attacks, co… https://t.co/KVYcyC4XMm",BBCBreaking,339
1119934548454924288,Sun Apr 21 12:02:58 +0000 2019,"At least 207 killed and over 400 injured in Sri Lanka attacks, police say

Latest developments:… https://t.co/bqTaulMs3z",BBCBreaking,13522
1119929421232840705,Sun Apr 21 11:42:35 +0000 2019,"Seven people arrested over Sri Lanka attacks, as government says most of the eight blasts were suicide bombings

https://t.co/IvYiWDaWFE",BBCBreaking,1786
1119901986198048769,Sun Apr 21 09:53:34 +0000 2019,"Sri Lanka's government declares nationwide curfew from 18:00 to 06:00 local time, following wave of attacks

Latest… https://t.co/GrAL2mp4j1",BBCBreaking,925
1119890547727052800,Sun Apr 21 09:08:07 +0000 2019,"Two dead in fresh explosion in district of Dehiwala, Colombo, police sources say

Sri Lanka attacks latest:… https://t.co/w9fK3XQKM5",BBCBreaking,673
1119869781811843073,Sun Apr 21 07:45:36 +0000 2019,"Sri Lanka attacks

• Six blasts hit churches &amp; hotels
• At least 137 dead
• Hundreds injured

Latest developments:… https://t.co/WhbRCNHEAo",BBCBreaking,4350
1119854845651976193,Sun Apr 21 06:46:15 +0000 2019,"At least 100 people reported killed in Sri Lanka attacks, with death toll expected to rise further https://t.co/L5KtZQxJIG",BBCBreaking,5822
1119819614412845061,Sun Apr 21 04:26:15 +0000 2019,Explosions have been reported at two churches in Sri Lanka as Christians celebrate Easter https://t.co/9YZ2yJbU2J,BBCBreaking,3470
1119603277883113474,Sat Apr 20 14:06:37 +0000 2019,"Seven killed in attack on Afghan ministry of information in Kabul, now declared over by officials https://t.co/UfFw7973SB",BBCBreaking,241
1119512052291313665,Sat Apr 20 08:04:07 +0000 2019,Explosion and gunfire heard in Afghan capital Kabul as ministry of information HQ comes under attack https://t.co/PuCdOOaPqK,BBCBreaking,402
1119499672631033856,Sat Apr 20 07:14:55 +0000 2019,"Two men, aged 18 and 19, arrested in connection with murder of Northern Irish journalist Lyra McKee https://t.co/RwEFVC3F7s",BBCBreaking,541
1119121002728833031,Fri Apr 19 06:10:13 +0000 2019,Journalist killed in Londonderry during rioting on Thursday night named by police as 29-year-old Lyra McKee https://t.co/znLtERvNvc,BBCBreaking,840
1118908548589731841,Thu Apr 18 16:06:00 +0000 2019,"Trump tried to get Special Counsel Mueller fired, report just published into Russia collusion says https://t.co/8rbl6kU1OS",BBCBreaking,508
1118596443919540226,Wed Apr 17 19:25:49 +0000 2019,"At least 28 people dead in tourist bus crash on Portuguese island of Madeira, national news agency says https://t.co/5o2wXjUeDj",BBCBreaking,1030
1118538424477155328,Wed Apr 17 15:35:16 +0000 2019,Peru's two-time president Alan García dies after shooting himself as police came to arrest him https://t.co/B4C1xuFOoM,BBCBreaking,2243
1117896882406055936,Mon Apr 15 21:06:00 +0000 2019,"JUST IN: French official says the stone structure of Notre-Dame has been saved from ""total destruction""  

The late… https://t.co/YWsKc34ujo",BBCBreaking,1736
1117895446695960576,Mon Apr 15 21:00:18 +0000 2019,"Structure of Notre-Dame saved from total destruction, Paris fire official says https://t.co/jpEv1jhr8u",BBCBreaking,3973
1117893098829430792,Mon Apr 15 20:50:58 +0000 2019,"Parisian firefighters say they are ""not sure"" if they will be able to stop the Notre-Dame fire from spreading to se… https://t.co/HRATJTTO4t",BBCBreaking,624
1117865231579897860,Mon Apr 15 19:00:14 +0000 2019,"The moment the Notre-Dame cathedral spire collapsed

#NotreDame latest: https://t.co/qtVHI2MEuG https://t.co/Cc80Q3WcQQ",BBCBreaking,6439
1117854562726162432,Mon Apr 15 18:17:51 +0000 2019,"""Our Lady of Paris in flames. Emotion of a whole nation... I'm sad tonight to see this part of us burn"" - French Pr… https://t.co/oENEqELm3I",BBCBreaking,4231
1117849466017423360,Mon Apr 15 17:57:35 +0000 2019,"Main spire of Notre-Dame cathedral has collapsed in fire, latest images show https://t.co/5DJCAHCS6X",BBCBreaking,2798
1117839070921658370,Mon Apr 15 17:16:17 +0000 2019,"Famed Notre Dame cathedral in Paris is ablaze, firefighters say https://t.co/4ooa4mWe82",BBCBreaking,2836
1117495063486042112,Sun Apr 14 18:29:19 +0000 2019,"Tiger Woods wins Masters at Augusta, his first major title since 2008 https://t.co/6MIqvzc6Hr",BBCBreaking,518
1117494636254244865,Sun Apr 14 18:27:37 +0000 2019,"RT @BBCSport: 🏆 1997 
🏆 2001
🏆 2002
🏆 2005
🏆 2019

TIGER WOODS WINS THE MASTERS AGAIN! 

5x champion at Augusta.

📺 @BBCTwo 
💻 https://t.co…",BBCBreaking,6665
1116790597367414784,Fri Apr 12 19:50:02 +0000 2019,Sudan military chief steps down a day after staging coup to topple long-time leader Omar al-Bashir https://t.co/bEW3VW0oD0,BBCBreaking,752
1116424524738723841,Thu Apr 11 19:35:23 +0000 2019,Israel fails in bid to be fourth nation to land spacecraft on Moon as its Beresheet craft crashes on lunar surface https://t.co/vGYBfJ1IDj,BBCBreaking,645
1116310775231066113,Thu Apr 11 12:03:23 +0000 2019,"Sudan's President Omar al-Bashir forced to resign and ""is being held in a secure place"", defence minister confirms… https://t.co/fjadC8n4vt",BBCBreaking,807
1116309190593716224,Thu Apr 11 11:57:05 +0000 2019,"After nearly 30 years in power, Sudan president Omar al-Bashir has been ousted and arrested, defence minister says https://t.co/l2UlK1BC8Y",BBCBreaking,2080
1116273814189613056,Thu Apr 11 09:36:31 +0000 2019,"Wikileaks co-founder Julian Assange arrested after seven years in Ecuador's embassy in London, UK police say https://t.co/ldi9HvlMGV",BBCBreaking,4126
1116218767045009408,Thu Apr 11 05:57:47 +0000 2019,South Korea's ban on abortion has been ruled unconstitutional in a historic court decision https://t.co/W9FST0uhh2,BBCBreaking,1957
1116147425847193600,Thu Apr 11 01:14:17 +0000 2019,"@eucopresident “The choices we now face are stark and the timetable is clear"" – UK PM Theresa May says “nothing is… https://t.co/t76nYnJjBw",BBCBreaking,202
1116135496093261825,Thu Apr 11 00:26:53 +0000 2019,"""Please do not waste this time"" - @eucopresident Donald Tusk says ""European Council [has] decided to grant the Unit… https://t.co/Vh7C9euby9",BBCBreaking,605
1116128942040264706,Thu Apr 11 00:00:51 +0000 2019,"EU leaders and UK agree ""flexible extension"" of Brexit until 31 October, following an emergency summit in Brussels https://t.co/pisuhsrEWI",BBCBreaking,1006
1116102115284463618,Wed Apr 10 22:14:15 +0000 2019,Australian Prime Minister Scott Morrison announces general election will be held on 18 May https://t.co/skcwaKziyK,BBCBreaking,217
1115964886687854593,Wed Apr 10 13:08:57 +0000 2019,"This is the first ever photo of a black hole, unveiled today after a decade of work by scientists… https://t.co/FeRzGLJePE",BBCBreaking,25620
1115825917513936901,Wed Apr 10 03:56:44 +0000 2019,"Israeli general election on course for a dead heat with nearly all votes counted, local media report https://t.co/vmtOtTuOon",BBCBreaking,146
1115692792490201094,Tue Apr 09 19:07:44 +0000 2019,"No clear winner in Israeli general election, exit polls suggest https://t.co/MCIsS3xyPE",BBCBreaking,410
1115562533409185792,Tue Apr 09 10:30:08 +0000 2019,"Control of ailing UK department store chain Debenhams falls into hands of lenders, but stores continue to trade https://t.co/SzCSQ0kgTt",BBCBreaking,232
1115448393604698112,Tue Apr 09 02:56:35 +0000 2019,Nine Hong Kong 'Umbrella movement protesters' found guilty of public nuisance https://t.co/vbkPUBlRHb,BBCBreaking,214
1115013768042434565,Sun Apr 07 22:09:32 +0000 2019,President Trump says US Homeland Security Secretary Kirstjen Nielsen is leaving her position https://t.co/k6VUpW0Tri,BBCBreaking,244
1114565649567813632,Sat Apr 06 16:28:53 +0000 2019,"RT @BBCSport: Tiger roll wins the Grand National!

https://t.co/8pvEbGaVAQ   

#grandnational #GrandNational2019 https://t.co/bFNHJKnGKv",BBCBreaking,152
